player,salary,AtBat,Hits,HmRun,Runs,RBI,Walks,Years,CAtBat,CHits,CHmRun,CRuns,CRBI,CWalks,LeagueN,DivisionW,PutOuts,Assists,Errors,NewLeagueN
-Alan Ashby,-0.13505510796936201,-0.6017532088125109,-0.5945419072303584,-0.5275453956520405,-1.2038163319076773,-0.5210694623729373,-0.09734151295076536,1.3952333746225154,0.34613057920023577,0.17404157701112166,-0.0029142429977494218,-0.12143932942420739,0.2584728074984871,0.4345059293232446,1.0567428765670828,0.9792988113777307,1.2191740615857594,-0.5221957209268414,0.2129460829527924,1.0730066472186361
-Alvin Davis,-0.12397155010779581,0.5115663726442395,0.4913228261139768,0.7285770978634766,0.44067478882596145,0.7925485620248091,1.606310038351209,-0.8994853023433386,-0.4520036045570637,-0.40911209123908543,-0.07590909141756945,-0.41431498956232005,-0.19921054975158617,0.010353264728530764,-0.9427058754986926,0.9792988113777307,2.1050953507363688,-0.25337958493955853,0.8184035944834342,-0.9284170990118695
-Andre Dawson,-0.07963731866153097,0.6269714512098783,0.7350883784973989,0.9569630057753888,0.4015202383323034,1.0243635075067643,-0.18943078599411534,0.7694010081772825,1.2990809279164854,1.315665160358088,1.894951815917571,1.409364378720361,1.569673776917616,0.3549773047117357,1.0567428765670828,-1.0172561296481855,-0.3240436679023992,-0.7427628068651249,-0.8466045622258309,1.0730066472186361
-Andres Galarraga,-0.9851639959514905,-0.5610220046128738,-0.46157887865758257,-0.18496653378417222,-0.6164980745028064,-0.36652616538496713,-0.5117432416458402,-1.1080960911584163,-0.9890495101208794,-0.9583255989033016,-0.6963653029860396,-0.9457182491943595,-0.879550675393587,-0.8606745286356137,1.0567428765670828,-1.0172561296481855,1.8371756060335636,-0.5428738852335555,-0.6952401843431704,1.0730066472186361
-Alfredo Griffin,0.4745405744167796,1.2922477864706194,1.355582511837019,-0.8701242575199089,0.753911192775226,-0.018803747162034277,-0.2815200590374653,0.7694010081772825,0.7655336927472222,0.6337764794940892,-0.6112046464962496,0.42204127701765115,0.01726130840723229,-0.2509550732807126,-0.9427058754986926,0.9792988113777307,-0.031118080360665414,2.0832529817191316,2.4834117511926994,-0.9284170990118695
-Al Newman,-1.0328232947562253,-1.484262633137984,-1.569604116764047,-1.212703119387777,-1.2429708824013355,-1.6801441897827136,-0.926144970340915,-1.1080960911584163,-1.0686442615969498,-1.0493469386566407,-0.8301891917557097,-1.0000663098385454,-0.9939715147061053,-0.8947582248976889,1.0567428765670828,-1.0172561296481855,-0.767004312477704,0.05679287966115257,-0.241147050695189,-0.9284170990118695
-Argenis Salazar,-0.9663219475868279,-0.7171582873781498,-0.7718259453273927,-1.3268960733437332,-1.2038163319076773,-1.0619710018308328,-1.5707698816443647,-0.8994853023433386,-0.9396307907978246,-0.9475264568986682,-0.8423549998256797,-0.9668536061115429,-0.907382771442578,-0.9402031532471226,-0.9427058754986926,0.9792988113777307,-0.6062524656560208,1.1320574236102845,0.06158170507013193,-0.9284170990118695
-Andres Thomas,-1.021739736894659,-0.547444936546328,-0.5945419072303584,-0.6417383496079967,-1.125507230920361,-0.7528844078548925,-1.5247252451226898,-1.1080960911584163,-1.013102869083428,-0.981466617484659,-0.7693601514058597,-0.9940276364336359,-0.9166601367922416,-0.9553514626969337,1.0567428765670828,0.9792988113777307,-0.5276626738765312,1.1803064736592839,1.5752254838967366,1.0730066472186361
-Andre Thornton,1.2503896247264144,-0.01793928195104426,-0.35077635484693614,0.6143841439075205,-0.22495256956622567,0.5607336165428538,1.0998190366127842,1.1866225858074377,1.1145260646038386,0.9407806593400977,2.235594441876731,1.276513563812351,1.7304814429784523,2.2939609142875703,-0.9427058754986926,-1.0172561296481855,-1.0384963204432134,-0.8185827426564098,-1.3006976958738123,-0.9284170990118695
-Alan Trammell,-0.041636232177364986,1.156477105805162,1.133977464215726,1.071155959731345,2.0460113590659423,0.9084560347657867,0.8235512174827343,0.5607902193622049,0.8630591299953744,0.8914131530332018,0.2525677264716207,1.0289279542110599,0.5367937679883965,0.8624456712804112,-0.9427058754986926,-1.0172561296481855,-0.1882976639196445,2.2486782961728444,2.029318617544718,-0.9284170990118695
-Alex Trevino,-0.05192842400761544,-1.3688575545723451,-1.2150360405699785,-0.8701242575199089,-0.9297344784520709,-0.9846993533368478,-0.6498771512108652,0.3521794305471272,-0.3417954871286585,-0.3936847455181805,-0.6598678787761296,-0.5109337640408727,-0.4466069590759501,-0.375928626241655,1.0567428765670828,0.9792988113777307,0.04747171141882414,-0.5084102780556987,0.3643104608354529,1.0730066472186361
-Andy VanSlyke,0.03119825995413115,0.09746579661459451,0.1145942451577789,0.15761232808369607,-0.26410712005988374,0.36755449530789114,0.27101557922263453,-0.690874513528261,-0.5009849900807993,-0.5093898384249677,-0.3435568689569095,-0.4716823869089607,-0.3909427669779682,-0.21687137701863735,1.0567428765670828,-1.0172561296481855,-0.2847487720126544,-0.7427628068651249,-0.241147050695189,1.0730066472186361
-Alan Wiggins,0.3637049958011175,-1.117681795341249,-1.0599125072350735,-1.3268960733437332,-0.9688890289457289,-1.564236717041736,-0.88010033381924,-0.2736529358981057,-0.313368790172919,-0.3273471589182892,-0.7936917675457996,-0.15767136985366464,-0.7032807337499777,-0.20172306756882616,-0.9427058754986926,-1.0172561296481855,-0.6062524656560208,0.22221819411486515,-0.3925114285778495,-0.9284170990118695
-Bill Almon,-0.655982327462974,-1.4095887587719824,-1.4366410881912712,-0.5275453956520405,-1.008043579439387,-0.9460635290898552,-0.5117432416458402,1.1866225858074377,0.2507918109486789,0.1586142312902167,-0.40438590930675955,0.044624189210804945,-0.12499162695427697,-0.08432366933278929,1.0567428765670828,-1.0172561296481855,-0.7527152594268877,-0.5084102780556987,-0.08978267281252854,1.0730066472186361
-Buddy Bell,0.5299583637246107,1.115745901605525,1.111816959453597,0.9569630057753888,1.341229450180097,0.9084560347657867,1.468176128786184,1.603844163437593,2.3661753982550118,2.392493891677254,1.310993028559011,2.064560443153046,2.049004319983571,1.7864925477188949,1.0567428765670828,0.9792988113777307,-0.6634086778592859,1.1803064736592839,0.2129460829527924,1.0730066472186361
-Buddy Biancalana,-0.8000685796633348,-1.4503199629716197,-1.3701595739048835,-1.098510165431821,-1.2038163319076773,-1.6801441897827136,-1.2024127894709649,-0.48226372471318335,-0.9527508047773967,-0.9567828643312112,-0.7815259594758297,-0.8943895252526285,-0.9506771430743416,-0.8379520644608969,-0.9427058754986926,0.9792988113777307,-0.6741254676473981,0.40142895143972046,1.1211323502487551,-0.9284170990118695
-Bruce Bochy,-0.8887370425558644,-1.8779976070678104,-1.6804066405746934,-0.4133524416960844,-1.517052735856942,-1.139242650324818,-1.24845742599264,0.14356864173204958,-0.8442920225462678,-0.8364495677081525,-0.5503756061463996,-0.8883508518477189,-0.7682222911976232,-0.7735717492991993,1.0567428765670828,0.9792988113777307,-0.31689914137699104,-0.66694287107384,-0.9979689401084914,1.0730066472186361
-Barry Bonds,-0.9663219475868279,0.06352312644823016,-0.35077635484693614,0.5001911899515644,0.6756020917879099,-0.1347112199030119,1.0998190366127842,-1.3167068799734938,-0.9816148355324552,-0.972210210052116,-0.6477020707061596,-0.8732541683354451,-0.8733657651604779,-0.7394880530371241,1.0567428765670828,-1.0172561296481855,-0.03826260688607355,-0.7565482497362677,-0.5438758064605099,1.0730066472186361
-Bobby Bonilla,-0.9330712740021293,0.15177406888077746,0.02595222610926175,-0.9843172114758649,0.00997473339572272,-0.3278903411379746,0.9616851270477592,-1.3167068799734938,-0.9759294961413073,-0.9459837223265777,-0.8058575756157697,-0.9245828922771762,-0.8888280407432506,-0.7508492851244825,-0.9427058754986926,0.9792988113777307,0.25109071739295613,-0.66694287107384,-0.9979689401084914,1.0730066472186361
-Bob Brenly,0.14203383856979326,0.46404663441132943,0.18107575944416676,0.5001911899515644,0.20574748586401304,0.40619031955488366,1.514220765307859,-0.2736529358981057,-0.3208034647613432,-0.3597445849321896,-0.02724585913768943,-0.3599669289181342,-0.2455973764999044,-0.07674951460788368,1.0567428765670828,0.9792988113777307,0.8119360496374952,-0.4394830636999852,-0.8466045622258309,1.0730066472186361
-Bill Buckner,0.5336536219156569,1.52984647763517,1.3334220070748897,0.7285770978634766,0.7147566422815679,1.9516232894345853,-0.05129687642909037,2.229676529882826,2.5218662308126003,2.6871561949465383,1.1528375236494008,1.9528449851622194,2.2933082741913804,0.5367570181094703,-0.9427058754986926,-1.0172561296481855,2.77310858086203,0.2635745227282933,0.8184035944834342,-0.9284170990118695
-Brett Butler,0.5077912480014782,1.2447280482377094,1.2226194832642434,-0.8701242575199089,1.4586931016610711,-0.018803747162034277,1.3300422192211592,-0.2736529358981057,0.016380894513658366,0.03828093466715811,-0.6355362626361897,0.24390041157281975,-0.4094974976772955,0.21485544230098208,-0.9427058754986926,-1.0172561296481855,0.5118659355703533,-0.7565482497362677,-0.8466045622258309,-0.9284170990118695
-Bob Dernier,0.38217685333320367,-0.5406564025130551,-0.7718259453273927,-0.8701242575199089,-0.8905799279584128,-1.2937859473127882,-0.88010033381924,-0.06504214708302805,-0.31774212816610975,-0.35665911578800863,-0.6841994949160697,-0.2120194304978505,-0.6878184581672049,-0.3039741563550518,1.0567428765670828,-1.0172561296481855,-0.24545387612290964,-0.7979045783496957,-0.8466045622258309,1.0730066472186361
